,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_classifier__max_depth,param_classifier__n_estimators,param_features__ngram_range,param_features__stop_words,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,5.067467975616455,0.12847084999084474,0.824101247248716,0.9943140819418055,150,150,"(1, 2)",,"{'classifier__max_depth': 150, 'classifier__n_estimators': 150, 'features__ngram_range': (1, 2), 'features__stop_words': None}",6,0.8380603842634949,0.9947235604496444,0.8249312557286893,0.9940380646640679,0.818348623853211,0.9947271893626777,0.8209366391184573,0.9933531973412789,0.8181818181818182,0.9947283978913591,0.1345249663274584,0.00031991137497053453,0.007403897637873938,0.0005494493331973367
1,5.735295391082763,0.12978858947753907,0.8242846661775495,0.9941306903126961,150,171,"(1, 2)",,"{'classifier__max_depth': 150, 'classifier__n_estimators': 171, 'features__ngram_range': (1, 2), 'features__stop_words': None}",4,0.8380603842634949,0.9944941500344116,0.8276810265811182,0.9940380646640679,0.8165137614678899,0.994956441999083,0.8209366391184573,0.9926655970662388,0.8181818181818182,0.9944991977996791,0.13007678842926038,0.002718505085110019,0.00788062373614774,0.0007880157760402156
2,6.358098840713501,0.1284574508666992,0.8253851797505503,0.9940848503184709,150,196,"(1, 2)",,"{'classifier__max_depth': 150, 'classifier__n_estimators': 196, 'features__ngram_range': (1, 2), 'features__stop_words': None}",1,0.8371454711802379,0.9947235604496444,0.8267644362969753,0.9938087594588397,0.8192660550458716,0.9944979367262724,0.8218549127640037,0.9928947971579188,0.8218549127640037,0.9944991977996791,0.21272806978535064,0.0005095605252567985,0.006369633396963474,0.0006697354007172392
3,7.031853866577149,0.14996047019958497,0.824468085106383,0.9939932018327449,150,224,"(1, 2)",,"{'classifier__max_depth': 150, 'classifier__n_estimators': 224, 'features__ngram_range': (1, 2), 'features__stop_words': None}",3,0.838975297346752,0.9949529708648772,0.8276810265811182,0.9935794542536116,0.818348623853211,0.9947271893626777,0.8209366391184573,0.9926655970662388,0.8163452708907254,0.994040797616319,0.07504776478946094,0.04062058870671725,0.008210654944215084,0.0008241214865588
4,8.01573166847229,0.18999638557434081,0.8242846661775495,0.9939931702769794,150,256,"(1, 2)",,"{'classifier__max_depth': 150, 'classifier__n_estimators': 256, 'features__ngram_range': (1, 2), 'features__stop_words': None}",4,0.8362305580969808,0.9947235604496444,0.8304307974335472,0.9935794542536116,0.8155963302752294,0.994956441999083,0.8218549127640037,0.9926655970662388,0.8172635445362718,0.994040797616319,0.10161319238655413,0.04970028923550854,0.007892132626002739,0.0008242866195990156
5,9.126079845428468,0.22920961380004884,0.8246515040352165,0.9940848608225965,150,293,"(1, 2)",,"{'classifier__max_depth': 150, 'classifier__n_estimators': 293, 'features__ngram_range': (1, 2), 'features__stop_words': None}",2,0.8380603842634949,0.9947235604496444,0.8285976168652612,0.9935794542536116,0.8155963302752294,0.9951856946354883,0.8218549127640037,0.9922071968828787,0.8191000918273645,0.9947283978913591,0.12997171940502134,0.0006555562106750307,0.007954404383766307,0.0010784219885145376
6,10.40175108909607,0.2487485408782959,0.8233675715333822,0.9942223598548949,150,335,"(1, 2)",,"{'classifier__max_depth': 150, 'classifier__n_estimators': 335, 'features__ngram_range': (1, 2), 'features__stop_words': None}",8,0.8380603842634949,0.9947235604496444,0.8267644362969753,0.9933501490483834,0.8119266055045872,0.9951856946354883,0.8218549127640037,0.9931239972495989,0.8181818181818182,0.9947283978913591,0.07830085991783983,0.03960259462169867,0.008808279420969033,0.0008249172726685979
7,11.900004959106445,0.23950138092041015,0.822450476889215,0.9942682419379413,150,383,"(1, 2)",,"{'classifier__max_depth': 150, 'classifier__n_estimators': 383, 'features__ngram_range': (1, 2), 'features__stop_words': None}",10,0.8408051235132662,0.9949529708648772,0.8240146654445463,0.9933501490483834,0.8146788990825689,0.9951856946354883,0.820018365472911,0.9933531973412789,0.8126721763085399,0.9944991977996791,0.15990504513557388,0.014357707569923713,0.010019177848467549,0.0007802710981996014
8,13.5090660572052,0.38101515769958494,0.8239178283198826,0.9941307008361129,150,437,"(1, 2)",,"{'classifier__max_depth': 150, 'classifier__n_estimators': 437, 'features__ngram_range': (1, 2), 'features__stop_words': None}",7,0.8398902104300091,0.9947235604496444,0.8267644362969753,0.9933501490483834,0.818348623853211,0.995644199908299,0.820018365472911,0.9926655970662388,0.8145087235996327,0.9942699977079991,0.2000719058527881,0.04047475045564609,0.008926830009154212,0.0010408992008075723
9,15.420377588272094,0.3844453811645508,0.8228173147468819,0.9941765303503234,150,500,"(1, 2)",,"{'classifier__max_depth': 150, 'classifier__n_estimators': 500, 'features__ngram_range': (1, 2), 'features__stop_words': None}",9,0.8371454711802379,0.9947235604496444,0.8267644362969753,0.9935794542536116,0.8165137614678899,0.994956441999083,0.8209366391184573,0.9933531973412789,0.8126721763085399,0.9942699977079991,0.2325420382362067,0.03992931290850308,0.008572260140774786,0.0006245986496033559
